Bank,Currency,Snapshot_Timestamp,Snapshot_Date,Date,Rate_Date,Published_At,TT_Buy,Source_URL,Raw_Data_Row
Bandhan Bank,AED,20260521142515,2026-05-21,2026-05-21,2026-05-21,09:15 IST,25.63,https://bandhan.bank.in/rates-charges,"['AED', '25.63', '26.84', '25.43', '27.04']"
Bandhan Bank,GBP,20260521142515,2026-05-21,2026-05-21,2026-05-21,09:15 IST,128.31,https://bandhan.bank.in/rates-charges,"['GBP', '128.31', '130.79', '128.03', '131.07']"
Bandhan Bank,EUR,20260521142515,2026-05-21,2026-05-21,2026-05-21,09:15 IST,110.94,https://bandhan.bank.in/rates-charges,"['EUR', '110.94', '113.22', '110.67', '113.49']"
Bandhan Bank,USD,20260521142515,2026-05-21,2026-05-21,2026-05-21,09:15 IST,95.70,https://bandhan.bank.in/rates-charges,"['USD', '95.70', '97.01', '95.50', '97.21']"
Bandhan Bank,USD,20260706100214,2026-07-06,2026-07-06,2026-07-06,09:15 IST,94.61,https://www.bandhan.bank.in/rates-charges,"['USD', '94.61', '95.92', '94.41', '96.12']"
Bandhan Bank,USD,live-20260729232247,2026-07-29,2026-07-29,2026-07-29,09:15 IST,95.13,https://bandhan.bank.in/rates-charges,"['USD', '95.13', '96.44', '94.93', '96.64']"
Bandhan Bank,USD,live-20260730061316,2026-07-30,2026-07-30,2026-07-30,09:15 IST,94.96,https://bandhan.bank.in/rates-charges,"['USD', '94.96', '96.27', '94.76', '96.47']"
Bandhan Bank,AED,live-20260730184128,2026-07-30,2026-07-30,2026-07-30,09:15 IST,25.43,https://bandhan.bank.in/rates-charges,"['AED', '25.43', '26.64', '25.23', '26.84']"
Bandhan Bank,GBP,live-20260730184128,2026-07-30,2026-07-30,2026-07-30,09:15 IST,126.38,https://bandhan.bank.in/rates-charges,"['GBP', '126.38', '128.86', '126.10', '129.14']"
Bandhan Bank,EUR,live-20260730184128,2026-07-30,2026-07-30,2026-07-30,09:15 IST,108.35,https://bandhan.bank.in/rates-charges,"['EUR', '108.35', '110.63', '108.08', '110.90']"
Bandhan Bank,GBP,live-20260731063230,2026-07-31,2026-07-31,2026-07-31,09:15 IST,126.93,https://bandhan.bank.in/rates-charges,"['GBP', '126.93', '129.43', '126.65', '129.71']"
Bandhan Bank,EUR,live-20260731063230,2026-07-31,2026-07-31,2026-07-31,09:15 IST,108.55,https://bandhan.bank.in/rates-charges,"['EUR', '108.55', '110.84', '108.28', '111.11']"
Bandhan Bank,AED,live-20260731063230,2026-07-31,2026-07-31,2026-07-31,09:15 IST,25.35,https://bandhan.bank.in/rates-charges,"['AED', '25.35', '26.55', '25.15', '26.75']"
Bandhan Bank,USD,live-20260731063230,2026-07-31,2026-07-31,2026-07-31,09:15 IST,94.65,https://bandhan.bank.in/rates-charges,"['USD', '94.65', '95.96', '94.45', '96.16']"
